,code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
35,HK.800000,恒生指数,2019-03-12 00:00:00,28760.27,28920.87,28941.09,28734.09,0.0,0.0,0,109064546324.589,1.4649882645167391,28503.3
36,HK.800000,恒生指数,2019-03-13 00:00:00,28924.28,28807.45,28924.28,28690.37,0.0,0.0,0,97912865338.84,-0.39217354111407526,28920.87
37,HK.800000,恒生指数,2019-03-14 00:00:00,28891.06,28851.39,28932.47,28696.31,0.0,0.0,0,96050907947.399,0.15252998790243041,28807.45
38,HK.800000,恒生指数,2019-03-15 00:00:00,28843.86,29012.26,29204.73,28828.26,0.0,0.0,0,121455230086.07,0.5575814544810457,28851.39
39,HK.800000,恒生指数,2019-03-18 00:00:00,29112.44,29409.01,29409.01,29034.13,0.0,0.0,0,116890865380.939,1.367525315159867,29012.26
40,HK.800000,恒生指数,2019-03-19 00:00:00,29419.14,29466.28,29486.15,29319.51,0.0,0.0,0,99327819235.853,0.19473623899614587,29409.01
41,HK.800000,恒生指数,2019-03-20 00:00:00,29357.19,29320.97,29435.81,29251.25,0.0,0.0,0,103169424406.826,-0.49313995523017384,29466.28
42,HK.800000,恒生指数,2019-03-21 00:00:00,29387.75,29071.56,29446.77,29051.85,0.0,0.0,0,114028676045.307,-0.850619880583759,29320.97
43,HK.800000,恒生指数,2019-03-22 00:00:00,29173.33,29113.36,29243.1,28847.34,0.0,0.0,0,107738742098.875,0.14378313375683752,29071.56
44,HK.800000,恒生指数,2019-03-25 00:00:00,28501.37,28523.35,28702.24,28463.11,0.0,0.0,0,109334843857.097,-2.0265953500386145,29113.36
45,HK.800000,恒生指数,2019-03-26 00:00:00,28677.76,28566.91,28701.6,28435.06,0.0,0.0,0,88345193506.659,0.15271698450568152,28523.35
46,HK.800000,恒生指数,2019-03-27 00:00:00,28564.71,28728.25,28781.63,28551.65,0.0,0.0,0,93302782663.039,0.5647793198494346,28566.91
47,HK.800000,恒生指数,2019-03-28 00:00:00,28663.2,28775.21,28816.59,28558.8,0.0,0.0,0,92165409259.618,0.16346279359167065,28728.25
48,HK.800000,恒生指数,2019-03-29 00:00:00,28812.64,29051.36,29100.69,28761.88,0.0,0.0,0,122244898813.158,0.9596802247490165,28775.21
49,HK.800000,恒生指数,2019-04-01 00:00:00,29383.72,29562.02,29612.37,29383.72,0.0,0.0,0,128603609142.069,1.7577834566092596,29051.36
50,HK.800000,恒生指数,2019-04-02 00:00:00,29736.99,29624.67,29736.99,29534.42,0.0,0.0,0,107956234209.016,0.21192733108223935,29562.02
51,HK.800000,恒生指数,2019-04-03 00:00:00,29785.27,29986.39,29999.34,29715.77,0.0,0.0,0,122594912238.477,1.2210093817078846,29624.67
52,HK.800000,恒生指数,2019-04-04 00:00:00,29950.42,29936.32,30050.91,29765.55,0.0,0.0,0,108992066378.387,-0.1669757513325202,29986.39
53,HK.800000,恒生指数,2019-04-08 00:00:00,30119.58,30077.15,30185.06,29913.62,0.0,0.0,0,121514048474.603,0.470431903453737,29936.32
54,HK.800000,恒生指数,2019-04-09 00:00:00,30065.99,30157.49,30222.02,30018.98,0.0,0.0,0,114188299996.89,0.26711307421082164,30077.15
55,HK.800000,恒生指数,2019-04-10 00:00:00,30052.27,30119.56,30139.61,29892.62,0.0,0.0,0,112615563078.908,-0.12577306665773674,30157.49
56,HK.800000,恒生指数,2019-04-11 00:00:00,30138.14,29839.45,30184.61,29783.67,0.0,0.0,0,119772910223.421,-0.9299936652461078,30119.56
57,HK.800000,恒生指数,2019-04-12 00:00:00,29806.35,29909.76,29909.76,29694.85,0.0,0.0,0,89720954674.962,0.23562766740002805,29839.45
58,HK.800000,恒生指数,2019-04-15 00:00:00,30119.85,29810.72,30280.12,29810.72,0.0,0.0,0,109996786069.474,-0.3311293704797272,29909.76
59,HK.800000,恒生指数,2019-04-16 00:00:00,29754.3,30129.87,30142.86,29665.11,0.0,0.0,0,104268318346.88,1.0705880300777633,29810.72
60,HK.800000,恒生指数,2019-04-17 00:00:00,30160.69,30124.68,30178.58,30004.97,0.0,0.0,0,104270455931.575,-0.017225431108725958,30129.87
61,HK.800000,恒生指数,2019-04-18 00:00:00,30088.65,29963.26,30101.83,29896.86,0.0,0.0,0,91237386071.8,-0.5358397168036371,30124.68
62,HK.800000,恒生指数,2019-04-23 00:00:00,29782.95,29963.24,30055.94,29755.87,0.0,0.0,0,107178347662.357,-6.674841121025742e-05,29963.26
63,HK.800000,恒生指数,2019-04-24 00:00:00,30112.19,29805.83,30112.19,29682.87,0.0,0.0,0,98517272028.838,-0.5253437211730102,29963.24
64,HK.800000,恒生指数,2019-04-25 00:00:00,29667.52,29549.8,29849.7,29535.2,0.0,0.0,0,97511992644.118,-0.858993022506008,29805.83
65,HK.800000,恒生指数,2019-04-26 00:00:00,29513.08,29605.01,29672.79,29504.14,0.0,0.0,0,86096330828.287,0.18683713595353987,29549.8
66,HK.800000,恒生指数,2019-04-29 00:00:00,29730.85,29892.81,29917.11,29639.38,0.0,0.0,0,74722129058.814,0.9721327572596763,29605.01
67,HK.800000,恒生指数,2019-04-30 00:00:00,29828.15,29699.11,29855.76,29620.45,0.0,0.0,0,73919113857.492,-0.6479819060168673,29892.81
68,HK.800000,恒生指数,2019-05-02 00:00:00,29643.05,29944.18,29967.74,29643.05,0.0,0.0,0,71459426268.178,0.825176242655082,29699.11
69,HK.800000,恒生指数,2019-05-03 00:00:00,29818.48,30081.55,30081.55,29678.86,0.0,0.0,0,66717447639.062,0.4587535875084874,29944.18
70,HK.800000,恒生指数,2019-05-06 00:00:00,29342.38,29209.82,29384.01,28956.47,0.0,0.0,0,137259093570.128,-2.8978892377553667,30081.55
71,HK.800000,恒生指数,2019-05-07 00:00:00,29313.58,29363.02,29480.04,29156.45,0.0,0.0,0,96908460526.01,0.5244811505171916,29209.82
72,HK.800000,恒生指数,2019-05-08 00:00:00,28987.09,29003.2,29252.0,28945.91,0.0,0.0,0,107665964229.734,-1.2254189112700251,29363.02
73,HK.800000,恒生指数,2019-05-09 00:00:00,28839.35,28311.07,28891.11,28281.98,0.0,0.0,0,121802052072.375,-2.3863918464169505,29003.2
74,HK.800000,恒生指数,2019-05-10 00:00:00,28462.34,28550.24,28833.45,28203.22,0.0,0.0,0,125034373004.003,0.8447932204611196,28311.07
75,HK.800000,恒生指数,2019-05-14 00:00:00,27951.12,28122.02,28205.96,27925.62,0.0,0.0,0,124537364138.849,-1.4998823127231193,28550.24
76,HK.800000,恒生指数,2019-05-15 00:00:00,28171.32,28268.71,28441.49,28171.32,0.0,0.0,0,96119358296.16,0.5216197129509141,28122.02
77,HK.800000,恒生指数,2019-05-16 00:00:00,28117.48,28275.07,28379.37,28050.78,0.0,0.0,0,94989080131.584,0.022498373643511083,28268.71
78,HK.800000,恒生指数,2019-05-17 00:00:00,28428.0,27946.46,28428.0,27909.73,0.0,0.0,0,102434282041.299,-1.1621898725626518,28275.07
79,HK.800000,恒生指数,2019-05-20 00:00:00,27959.23,27787.61,27999.6,27699.23,0.0,0.0,0,105579491220.258,-0.5684083064545512,27946.46
80,HK.800000,恒生指数,2019-05-21 00:00:00,27671.4,27657.24,27915.16,27598.06,0.0,0.0,0,95006817726.638,-0.46916593402598844,27787.61
81,HK.800000,恒生指数,2019-05-22 00:00:00,27753.54,27705.94,27828.81,27640.62,0.0,0.0,0,76377368662.527,0.17608409226660754,27657.24
82,HK.800000,恒生指数,2019-05-23 00:00:00,27505.53,27267.13,27523.86,27169.67,0.0,0.0,0,98993914017.898,-1.5838119912192032,27705.94
83,HK.800000,恒生指数,2019-05-24 00:00:00,27368.68,27353.93,27457.59,27291.94,0.0,0.0,0,76007099048.533,0.3183319990039262,27267.13
84,HK.800000,恒生指数,2019-05-27 00:00:00,27239.08,27288.09,27371.35,27105.22,0.0,0.0,0,73881767455.239,-0.2406966750298774,27353.93
85,HK.800000,恒生指数,2019-05-28 00:00:00,27274.83,27390.81,27490.55,27230.09,0.0,0.0,0,126579994555.157,0.376427958131189,27288.09
86,HK.800000,恒生指数,2019-05-29 00:00:00,27226.95,27235.71,27429.37,27178.71,0.0,0.0,0,83297232809.403,-0.5662483146719728,27390.81
87,HK.800000,恒生指数,2019-05-30 00:00:00,27319.25,27114.88,27319.25,27020.73,0.0,0.0,0,76434778361.979,-0.4436454933614659,27235.71
88,HK.800000,恒生指数,2019-05-31 00:00:00,27002.96,26901.09,27155.36,26850.27,0.0,0.0,0,84197109499.301,-0.7884600632567832,27114.88
89,HK.800000,恒生指数,2019-06-03 00:00:00,26909.71,26893.86,26968.1,26735.48,0.0,0.0,0,82717913857.711,-0.02687623438306613,26901.09
90,HK.800000,恒生指数,2019-06-04 00:00:00,26994.08,26761.52,26994.08,26671.9,0.0,0.0,0,78308361045.387,-0.49208257944378436,26893.86
91,HK.800000,恒生指数,2019-06-05 00:00:00,27116.08,26895.44,27119.48,26803.66,0.0,0.0,0,79494313028.412,0.5004200060385144,26761.52
92,HK.800000,恒生指数,2019-06-06 00:00:00,26935.87,26965.28,26984.02,26837.67,0.0,0.0,0,67103367789.392,0.2596722715820977,26895.44
93,HK.800000,恒生指数,2019-06-10 00:00:00,27206.61,27578.64,27606.42,27155.03,0.0,0.0,0,91948437806.549,2.2746287077308325,26965.28
94,HK.800000,恒生指数,2019-06-11 00:00:00,27677.06,27789.34,27857.85,27577.91,0.0,0.0,0,91601832920.667,0.7639970643947661,27578.64
95,HK.800000,恒生指数,2019-06-12 00:00:00,27603.12,27308.46,27603.12,27222.03,0.0,0.0,0,76997754892.18,-1.7304477184416795,27789.34
96,HK.800000,恒生指数,2019-06-13 00:00:00,27217.72,27294.71,27294.71,26825.35,0.0,0.0,0,81257617213.563,-0.05035069718321722,27308.46
97,HK.800000,恒生指数,2019-06-14 00:00:00,27180.74,27118.35,27275.88,27051.75,0.0,0.0,0,84963014137.474,-0.646132528977229,27294.71
98,HK.800000,恒生指数,2019-06-17 00:00:00,27252.45,27227.16,27503.1,27227.16,0.0,0.0,0,66901814406.676,0.4012412259595488,27118.35
99,HK.800000,恒生指数,2019-06-18 00:00:00,27289.7,27498.77,27584.12,27201.02,0.0,0.0,0,71047220403.915,0.9975700734119921,27227.16
100,HK.800000,恒生指数,2019-06-19 00:00:00,28224.87,28202.14,28224.87,28022.49,0.0,0.0,0,105149169844.499,2.557823495378153,27498.77
101,HK.800000,恒生指数,2019-06-20 00:00:00,28308.85,28550.43,28563.08,28258.02,0.0,0.0,0,97759268945.708,1.2349772038575826,28202.14
102,HK.800000,恒生指数,2019-06-21 00:00:00,28581.51,28473.71,28581.51,28359.25,0.0,0.0,0,118573904186.875,-0.26871749392216215,28550.43
103,HK.800000,恒生指数,2019-06-24 00:00:00,28400.63,28513.0,28634.48,28358.06,0.0,0.0,0,69782207404.807,0.13798693601922923,28473.71
104,HK.800000,恒生指数,2019-06-25 00:00:00,28447.96,28185.98,28470.1,28066.13,0.0,0.0,0,82369787482.101,-1.146915442079053,28513.0
105,HK.800000,恒生指数,2019-06-26 00:00:00,28046.16,28221.98,28267.98,27985.98,0.0,0.0,0,64834671886.979,0.1277230736699593,28185.98
106,HK.800000,恒生指数,2019-06-27 00:00:00,28352.94,28621.42,28621.42,28287.34,0.0,0.0,0,78431135751.802,1.4153507301755537,28221.98
107,HK.800000,恒生指数,2019-06-28 00:00:00,28632.59,28542.62,28632.59,28416.96,0.0,0.0,0,71783255164.049,-0.27531827561315714,28621.42
108,HK.800000,恒生指数,2019-07-02 00:00:00,28904.04,28875.56,28959.06,28768.54,0.0,0.0,0,112380146362.167,1.1664661478168519,28542.62
109,HK.800000,恒生指数,2019-07-03 00:00:00,28781.97,28855.14,28891.89,28721.21,0.0,0.0,0,80443478065.808,-0.0707172432326919,28875.56
110,HK.800000,恒生指数,2019-07-04 00:00:00,28891.97,28795.77,29007.98,28776.48,0.0,0.0,0,72433503619.623,-0.2057519041668104,28855.14
111,HK.800000,恒生指数,2019-07-05 00:00:00,28785.53,28774.83,28880.58,28714.92,0.0,0.0,0,56222095075.934,-0.072719013938501,28795.77
112,HK.800000,恒生指数,2019-07-08 00:00:00,28513.14,28331.69,28541.1,28194.07,0.0,0.0,0,75705076271.984,-1.5400264745265326,28774.83
113,HK.800000,恒生指数,2019-07-09 00:00:00,28299.73,28116.28,28312.97,28080.73,0.0,0.0,0,70324602859.316,-0.7603146864871099,28331.69
114,HK.800000,恒生指数,2019-07-10 00:00:00,28245.09,28204.69,28311.78,28144.87,0.0,0.0,0,64333061224.035,0.3144441583310447,28116.28
115,HK.800000,恒生指数,2019-07-11 00:00:00,28347.86,28431.8,28582.69,28347.86,0.0,0.0,0,67403589275.704,0.8052206920196626,28204.69
116,HK.800000,恒生指数,2019-07-12 00:00:00,28401.87,28471.62,28603.87,28399.66,0.0,0.0,0,62438411224.406,0.1400544460779821,28431.8
117,HK.800000,恒生指数,2019-07-15 00:00:00,28303.36,28554.88,28567.25,28071.19,0.0,0.0,0,71368870102.029,0.2924315511375961,28471.62
118,HK.800000,恒生指数,2019-07-16 00:00:00,28583.93,28619.62,28634.65,28489.41,0.0,0.0,0,65578767327.388,0.22672131698679163,28554.88
119,HK.800000,恒生指数,2019-07-17 00:00:00,28463.77,28593.17,28593.17,28377.34,0.0,0.0,0,60020549442.844,-0.0924191166759053,28619.62
120,HK.800000,恒生指数,2019-07-18 00:00:00,28393.04,28461.66,28511.65,28376.5,0.0,0.0,0,60586847281.955,-0.45993501245226887,28593.17
121,HK.800000,恒生指数,2019-07-19 00:00:00,28585.15,28765.4,28809.59,28551.2,0.0,0.0,0,67584834807.057,1.0671900374047107,28461.66
122,HK.800000,恒生指数,2019-07-22 00:00:00,28612.28,28371.26,28649.44,28303.55,0.0,0.0,0,67749680661.801,-1.3701877950593526,28765.4
123,HK.800000,恒生指数,2019-07-23 00:00:00,28392.04,28466.48,28489.29,28313.79,0.0,0.0,0,58803720137.244,0.33562132947215306,28371.26
124,HK.800000,恒生指数,2019-07-24 00:00:00,28578.14,28524.04,28764.5,28515.92,0.0,0.0,0,68756687249.916,0.20220273107177744,28466.48
125,HK.800000,恒生指数,2019-07-25 00:00:00,28575.49,28594.3,28628.51,28517.01,0.0,0.0,0,68058553228.673,0.24631854393696823,28524.04
126,HK.800000,恒生指数,2019-07-26 00:00:00,28406.07,28397.74,28487.64,28338.3,0.0,0.0,0,67794563896.36,-0.6874097285123177,28594.3
127,HK.800000,恒生指数,2019-07-29 00:00:00,28262.8,28106.41,28302.66,27945.41,0.0,0.0,0,68629133319.891,-1.0258914969994153,28397.74
128,HK.800000,恒生指数,2019-07-30 00:00:00,28059.82,28146.5,28274.65,28059.82,0.0,0.0,0,61710035343.09,0.14263650178019943,28106.41
129,HK.800000,恒生指数,2019-07-31 00:00:00,27931.28,27777.75,27939.72,27701.44,0.0,0.0,0,60297881373.233,-1.3101096051018777,28146.5
130,HK.800000,恒生指数,2019-08-01 00:00:00,27582.21,27565.7,27754.04,27495.89,0.0,0.0,0,79980668994.671,-0.7633807633807608,27777.75
131,HK.800000,恒生指数,2019-08-02 00:00:00,26950.53,26918.58,27043.46,26868.96,0.0,0.0,0,114261604672.904,-2.3475551137827044,27565.7
132,HK.800000,恒生指数,2019-08-05 00:00:00,26480.47,26151.32,26502.61,26086.86,0.0,0.0,0,99478079911.491,-2.8502989385027067,26918.58
133,HK.800000,恒生指数,2019-08-06 00:00:00,25472.43,25976.24,26042.23,25397.35,0.0,0.0,0,122636483993.458,-0.6694881940949754,26151.32
134,HK.800000,恒生指数,2019-08-07 00:00:00,25977.72,25997.03,26025.44,25738.8,0.0,0.0,0,80094658064.336,0.08003467784404993,25976.24
135,HK.800000,恒生指数,2019-08-08 00:00:00,25999.45,26120.77,26317.42,25999.45,0.0,0.0,0,75961407972.256,0.4759774481931267,25997.03
136,HK.800000,恒生指数,2019-08-09 00:00:00,26278.92,25939.3,26313.78,25939.3,0.0,0.0,0,68530649860.24,-0.6947344967242588,26120.77
137,HK.800000,恒生指数,2019-08-12 00:00:00,25869.48,25824.72,26069.23,25824.72,0.0,0.0,0,58783610797.79,-0.4417235623166319,25939.3
138,HK.800000,恒生指数,2019-08-13 00:00:00,25536.62,25281.3,25616.71,25270.91,0.0,0.0,0,84299275639.723,-2.104262892298549,25824.72
139,HK.800000,恒生指数,2019-08-14 00:00:00,25711.1,25302.28,25717.98,25197.38,0.0,0.0,0,83955477794.62,0.08298623884056423,25281.3
140,HK.800000,恒生指数,2019-08-15 00:00:00,24945.74,25495.46,25552.13,24899.93,0.0,0.0,0,96640647196.245,0.7634885077550335,25302.28
141,HK.800000,恒生指数,2019-08-16 00:00:00,25484.96,25734.22,25798.11,25314.27,0.0,0.0,0,91501630068.659,0.9364804557360489,25495.46
142,HK.800000,恒生指数,2019-08-19 00:00:00,25994.8,26291.84,26356.22,25994.8,0.0,0.0,0,96631923311.872,2.166842437812372,25734.22
143,HK.800000,恒生指数,2019-08-20 00:00:00,26256.54,26231.54,26347.23,26149.4,0.0,0.0,0,79489802785.009,-0.22934872568827164,26291.84
144,HK.800000,恒生指数,2019-08-21 00:00:00,26160.54,26270.04,26318.13,26075.91,0.0,0.0,0,75094352805.015,0.14676988083810558,26231.54
145,HK.800000,恒生指数,2019-08-22 00:00:00,26272.91,26048.72,26288.24,25977.67,0.0,0.0,0,78405333149.368,-0.8424806357356126,26270.04
146,HK.800000,恒生指数,2019-08-23 00:00:00,26057.88,26179.33,26241.22,25940.44,0.0,0.0,0,74248481286.02,0.5014065950265525,26048.72
147,HK.800000,恒生指数,2019-08-26 00:00:00,25322.0,25680.33,25692.28,25249.51,0.0,0.0,0,104190586810.732,-1.9060839219338308,26179.33
148,HK.800000,恒生指数,2019-08-27 00:00:00,25715.98,25664.07,25764.61,25581.73,0.0,0.0,0,92760040763.398,-0.06331694335704423,25680.33
149,HK.800000,恒生指数,2019-08-28 00:00:00,25767.08,25615.48,25830.64,25596.08,0.0,0.0,0,74764988447.597,-0.1893308426917482,25664.07
150,HK.800000,恒生指数,2019-08-29 00:00:00,25606.33,25703.5,25714.78,25372.49,0.0,0.0,0,78866512085.363,0.3436203420744036,25615.48
151,HK.800000,恒生指数,2019-08-30 00:00:00,26011.64,25724.73,26011.64,25536.15,0.0,0.0,0,87348483704.885,0.08259575544186419,25703.5
152,HK.800000,恒生指数,2019-09-02 00:00:00,25627.83,25626.55,25662.31,25502.7,0.0,0.0,0,67823338065.187,-0.38165609512714144,25724.73
153,HK.800000,恒生指数,2019-09-03 00:00:00,25546.32,25527.85,25736.05,25498.11,0.0,0.0,0,63814990301.399,-0.38514743498442333,25626.55
154,HK.800000,恒生指数,2019-09-04 00:00:00,25675.16,26523.23,26654.21,25675.16,0.0,0.0,0,116377141109.065,3.899192450598077,25527.85
155,HK.800000,恒生指数,2019-09-05 00:00:00,26512.86,26515.53,26697.85,26283.12,0.0,0.0,0,83159484848.412,-0.029031154953603797,26523.23
156,HK.800000,恒生指数,2019-09-06 00:00:00,26773.13,26690.76,26790.79,26563.17,0.0,0.0,0,99865261773.065,0.6608579952955855,26515.53
157,HK.800000,恒生指数,2019-09-09 00:00:00,26743.36,26681.4,26807.86,26609.65,0.0,0.0,0,72403983290.368,-0.0350683157766843,26690.76
158,HK.800000,恒生指数,2019-09-10 00:00:00,26831.98,26683.68,26870.77,26634.47,0.0,0.0,0,75237641376.12,0.008545278733495377,26681.4
159,HK.800000,恒生指数,2019-09-11 00:00:00,26790.64,27159.06,27159.51,26705.63,0.0,0.0,0,89479968726.148,1.7815383785145116,26683.68
160,HK.800000,恒生指数,2019-09-12 00:00:00,27283.98,27087.63,27283.98,26967.25,0.0,0.0,0,76774055060.563,-0.26300615706140157,27159.06
161,HK.800000,恒生指数,2019-09-13 00:00:00,27154.51,27352.69,27366.45,27074.54,0.0,0.0,0,57679428667.414,0.9785278372452579,27087.63
162,HK.800000,恒生指数,2019-09-16 00:00:00,27212.89,27124.55,27212.89,26976.3,0.0,0.0,0,81380519746.986,-0.8340678741286485,27352.69
163,HK.800000,恒生指数,2019-09-17 00:00:00,26942.96,26790.24,26951.84,26694.37,0.0,0.0,0,68077662606.887,-1.2324997096725945,27124.55
164,HK.800000,恒生指数,2019-09-18 00:00:00,26838.43,26754.12,26891.16,26730.63,0.0,0.0,0,59507930306.681,-0.13482521993085025,26790.24
165,HK.800000,恒生指数,2019-09-19 00:00:00,26820.73,26468.95,26820.73,26372.09,0.0,0.0,0,70578193487.103,-1.0658919074893822,26754.12
166,HK.800000,恒生指数,2019-09-20 00:00:00,26532.88,26435.67,26564.36,26410.41,0.0,0.0,0,94384444797.895,-0.12573222587221056,26468.95
167,HK.800000,恒生指数,2019-09-23 00:00:00,26463.62,26222.4,26483.03,26186.01,0.0,0.0,0,65287788492.081,-0.8067508786423677,26435.67
168,HK.800000,恒生指数,2019-09-24 00:00:00,26300.21,26281.0,26391.98,26207.27,0.0,0.0,0,75223848232.473,0.2234730611995795,26222.4
169,HK.800000,恒生指数,2019-09-25 00:00:00,26162.71,25945.35,26190.56,25917.68,0.0,0.0,0,75573871959.039,-1.2771584034093126,26281.0
170,HK.800000,恒生指数,2019-09-26 00:00:00,26075.15,26041.93,26099.64,25917.58,0.0,0.0,0,70324985926.836,0.3722439666452823,25945.35
171,HK.800000,恒生指数,2019-09-27 00:00:00,25977.98,25954.81,26017.46,25840.66,0.0,0.0,0,53106067381.938,-0.33453741715763374,26041.93
172,HK.800000,恒生指数,2019-09-30 00:00:00,25844.71,26092.27,26161.7,25786.29,0.0,0.0,0,73296183415.137,0.5296128155050995,25954.81
173,HK.800000,恒生指数,2019-10-02 00:00:00,25901.47,26042.69,26092.62,25778.22,0.0,0.0,0,61944641377.881,-0.19001796317454075,26092.27
174,HK.800000,恒生指数,2019-10-03 00:00:00,25831.44,26110.31,26192.87,25809.47,0.0,0.0,0,62569021847.663,0.2596505967701594,26042.69
175,HK.800000,恒生指数,2019-10-04 00:00:00,26169.51,25821.03,26169.51,25612.49,0.0,0.0,0,68395679362.286,-1.1079148428341237,26110.31
176,HK.800000,恒生指数,2019-10-08 00:00:00,25848.73,25893.4,26180.03,25761.5,0.0,0.0,0,83189178213.087,0.2802754189124238,25821.03
