,code,name,lot_size,stock_type,stock_child_type,stock_owner,option_type,strike_time,strike_price,suspension,listing_date,stock_id,delisting,index_option_type,main_contract,last_trade_time,exchange_type
99,US.ABRMF,ARBOR METALS CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83945136030072,False,N/A,False,,US_PINK
100,US.ABSI,Absci Corp,1,STOCK,N/A,,N/A,,N/A,N/A,2021-07-22,80844169636635,False,N/A,False,,US_NASDAQ
101,US.ABSSF,AIRBOSS OF AMERICA CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83945136030073,False,N/A,False,,US_PINK
102,US.ABT,雅培,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205494,False,N/A,False,,US_NYSE
103,US.ABTS,Abits,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84512071716733,False,N/A,False,,US_NASDAQ
104,US.ABUS,Arbutus Biopharma,1,STOCK,N/A,,N/A,,N/A,N/A,2015-05-04,211265,False,N/A,False,,US_NASDAQ
105,US.ABVC,ABVC BioPharma,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80921479048163,False,N/A,False,,US_NASDAQ
106,US.ABVG,AFFINITY BEVERAGE GROUP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84713935180299,False,N/A,False,,US_PINK
107,US.ABVX,Abivax S.A.,1,STOCK,N/A,,N/A,,N/A,N/A,2023-10-20,84378927730275,False,N/A,False,,US_NASDAQ
108,US.ABXXF,ABAXX TECHNOLOGIES INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511722,False,N/A,False,,US_PINK
109,US.AC,Associated Capital,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,211541,False,N/A,False,,US_NYSE
110,US.ACA,Arcosa,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,76600741940178,False,N/A,False,,US_NYSE
111,US.ACAB,Atlantic Coastal Acquisition Corp. II,1,STOCK,N/A,,N/A,,N/A,N/A,2022-03-08,81849191986493,False,N/A,False,,US_NASDAQ
112,US.ACABU,ATLANTIC COASTAL ACQUISITIO CORP II UNIT 1 CL A & 1/2 RED WT EXP,1,STOCK,N/A,,N/A,,N/A,N/A,2022-01-14,81625853686688,False,N/A,False,,US_NASDAQ
113,US.ACABW,ATLANTIC COASTAL ACQUISITIO CORP II C/WTS (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,81849191986492,False,N/A,False,,US_NASDAQ
114,US.ACAC,Acri Capital Acquisition Corporation,1,STOCK,N/A,,N/A,,N/A,N/A,2022-08-08,82480552171749,False,N/A,False,,US_NASDAQ
115,US.ACACU,Acri Capital Acquisition Corp.,1,STOCK,N/A,,N/A,,N/A,N/A,2022-06-10,82257213872000,False,N/A,False,,US_NASDAQ
116,US.ACACW,ACIES ACQUISITION CORP C/WTS 30/11/2027(TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,79912161728736,False,N/A,False,,US_NASDAQ
117,US.ACAD,阿卡迪亚,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206147,False,N/A,False,,US_NASDAQ
